Month,RepID,ProductCode,SalesTarget,UnitsTarget,TargetStatus
2025-12-01,R009,P009,1100,6,Approved
2025-12-01,R009,P010,800,3,Approved
2025-12-01,R009,P011,3100,20,Approved
2025-12-01,R009,P012,1400,9,Approved
2025-12-01,R010,P001,1700,8,Approved
2025-12-01,R010,P002,2500,18,Approved
2025-12-01,R010,P003,4800,21,Approved
2025-12-01,R010,P004,7600,48,Approved
2025-12-01,R010,P005,1400,12,Approved
2025-12-01,R010,P006,3100,26,Approved
2025-12-01,R010,P007,3500,21,Approved
2025-12-01,R010,P008,4800,24,Approved
2025-12-01,R010,P009,400,2,Approved
2025-12-01,R010,P010,2400,11,Approved
2025-12-01,R010,P011,1400,9,Approved
2025-12-01,R010,P012,3200,22,Approved
2025-12-01,R011,P001,6300,34,Approved
2025-12-01,R011,P002,1100,8,Approved
2025-12-01,R011,P003,400,2,Approved
2025-12-01,R011,P004,5400,33,Approved
2025-12-01,R011,P005,1100,9,Approved
2025-12-01,R011,P006,1600,12,Approved
2025-12-01,R011,P007,1600,9,Approved
2025-12-01,R011,P008,4800,23,Approved
2025-12-01,R011,P009,1000,6,Approved
2025-12-01,R011,P010,1000,5,Approved
2025-12-01,R011,P011,1600,10,Approved
2025-12-01,R011,P012,100,1,Approved
2025-12-01,R012,P001,700,4,Approved
2025-12-01,R012,P002,700,5,Approved
2025-12-01,R012,P003,1700,7,Approved
2025-12-01,R012,P004,1600,10,Approved
2025-12-01,R012,P005,1400,13,Approved
2025-12-01,R012,P006,1800,14,Approved
2025-12-01,R012,P007,400,2,Approved
2025-12-01,R012,P008,3100,16,Approved
2025-12-01,R012,P009,4600,25,Approved
2025-12-01,R012,P010,1600,7,Approved
2025-12-01,R012,P011,700,4,Approved
2025-12-01,R012,P012,2600,18,Revised
2025-12-01,R013,P001,3500,19,Approved
2025-12-01,R013,P002,2400,18,Approved
2025-12-01,R013,P003,2000,9,Approved
2025-12-01,R013,P004,3400,21,Approved
2025-12-01,R013,P005,4700,43,Approved
2025-12-01,R013,P006,2800,23,Approved
2025-12-01,R013,P007,3000,18,Approved
2025-12-01,R013,P008,4100,23,Approved
2025-12-01,R013,P009,2700,15,Approved
2025-12-01,R013,P010,5000,24,Approved
2025-12-01,R013,P011,1400,9,Approved
2025-12-01,R013,P012,1100,7,Approved
2025-12-01,R014,P001,500,3,Approved
2025-12-01,R014,P002,4400,32,Approved
2025-12-01,R014,P003,1900,8,Approved
2025-12-01,R014,P004,3000,20,Approved
2025-12-01,R014,P005,3000,28,Approved
2025-12-01,R014,P006,1300,10,Approved
2025-12-01,R014,P007,4300,26,Approved
2025-12-01,R014,P008,1600,8,Approved
2025-12-01,R014,P009,5300,30,Approved
2025-12-01,R014,P010,4300,21,Approved
2025-12-01,R014,P011,3400,21,Approved
2025-12-01,R014,P012,300,2,Approved
2025-12-01,R015,P001,2000,10,Approved
2025-12-01,R015,P002,2700,20,Revised
2025-12-01,R015,P003,1900,8,Approved
2025-12-01,R015,P004,1600,10,Approved
2025-12-01,R015,P005,3500,31,Approved
2025-12-01,R015,P006,1100,9,Approved
2025-12-01,R015,P007,1900,12,Approved
2025-12-01,R015,P008,4900,24,Approved
2025-12-01,R015,P009,3500,19,Approved
2025-12-01,R015,P010,2300,11,Approved
2025-12-01,R015,P011,1500,11,Approved
2025-12-01,R015,P012,1400,9,Approved
2025-12-01,R016,P001,3700,19,Approved
2025-12-01,R016,P002,1500,11,Approved
2025-12-01,R016,P003,2300,10,Approved
2025-12-01,R016,P004,2000,12,Approved
2025-12-01,R016,P005,2300,21,Approved
2025-12-01,R016,P006,1800,14,Approved
2025-12-01,R016,P007,800,5,Approved
2025-12-01,R016,P008,3300,17,Approved
2025-12-01,R016,P009,1800,10,Approved
2025-12-01,R016,P010,3000,13,Approved
2025-12-01,R016,P011,1800,12,Approved
2025-12-01,R016,P012,2600,17,Approved
2026-01-01,R001,P001,1400,8,Approved
2026-01-01,R001,P002,2200,15,Approved
2026-01-01,R001,P003,3600,16,Approved
2026-01-01,R001,P004,1500,10,Approved
2026-01-01,R001,P005,1400,13,Approved
2026-01-01,R001,P006,4000,32,Approved
2026-01-01,R001,P007,1700,10,Approved
2026-01-01,R001,P008,1800,8,Approved
2026-01-01,R001,P009,2500,14,Approved
2026-01-01,R001,P010,1600,7,Approved
2026-01-01,R001,P011,4400,29,Approved
2026-01-01,R001,P012,1200,7,Approved
2026-01-01,R002,P001,1700,9,Approved
2026-01-01,R002,P002,1700,12,Approved
2026-01-01,R002,P003,1800,8,Approved
2026-01-01,R002,P004,3400,21,Approved
2026-01-01,R002,P005,900,8,Approved
2026-01-01,R002,P006,3800,29,Approved
2026-01-01,R002,P007,1200,7,Approved
2026-01-01,R002,P008,2000,10,Approved
2026-01-01,R002,P009,2000,10,Approved
2026-01-01,R002,P010,1700,7,Approved
2026-01-01,R002,P011,700,4,Approved
2026-01-01,R002,P012,500,3,Approved
2026-01-01,R003,P001,1300,7,Approved
2026-01-01,R003,P002,2400,17,Approved
2026-01-01,R003,P003,4900,22,Approved
2026-01-01,R003,P004,3800,24,Approved
2026-01-01,R003,P005,2300,20,Approved
2026-01-01,R003,P006,900,7,Approved
2026-01-01,R003,P007,1100,7,Approved
2026-01-01,R003,P008,1200,6,Approved
2026-01-01,R003,P009,3900,21,Approved
2026-01-01,R003,P010,1900,9,Approved
2026-01-01,R003,P011,2000,13,Approved
2026-01-01,R003,P012,1500,10,Approved
2026-01-01,R004,P001,2100,11,Approved
2026-01-01,R004,P002,1600,12,Approved
2026-01-01,R004,P003,1900,8,Approved
2026-01-01,R004,P004,1400,8,Approved
2026-01-01,R004,P005,1900,16,Approved
2026-01-01,R004,P006,600,4,Approved
2026-01-01,R004,P007,1100,6,Approved
2026-01-01,R004,P008,1700,8,Approved
2026-01-01,R004,P009,2400,13,Approved
2026-01-01,R004,P010,5700,26,Approved
2026-01-01,R004,P011,1200,8,Approved
2026-01-01,R004,P012,1100,7,Approved
2026-01-01,R005,P001,5900,31,Approved
2026-01-01,R005,P002,1000,8,Approved
2026-01-01,R005,P003,1300,6,Approved
2026-01-01,R005,P004,2200,15,Approved
2026-01-01,R005,P005,3200,29,Approved
2026-01-01,R005,P006,1800,15,Approved
2026-01-01,R005,P007,3700,22,Approved
2026-01-01,R005,P008,2000,10,Approved
2026-01-01,R005,P009,4200,24,Approved
2026-01-01,R005,P010,3900,18,Approved
2026-01-01,R005,P011,1500,10,Approved
2026-01-01,R005,P012,1300,8,Approved
2026-01-01,R006,P001,800,4,Revised
2026-01-01,R006,P002,500,4,Approved
2026-01-01,R006,P003,1300,5,Approved
2026-01-01,R006,P004,1200,8,Approved
2026-01-01,R006,P005,1200,10,Approved
2026-01-01,R006,P006,1100,8,Approved
2026-01-01,R006,P007,1400,8,Approved
2026-01-01,R006,P008,2100,10,Approved
2026-01-01,R006,P009,3600,20,Approved
2026-01-01,R006,P010,1000,5,Approved
2026-01-01,R006,P011,1600,11,Approved
2026-01-01,R006,P012,900,6,Approved
2026-01-01,R007,P001,1500,7,Approved
2026-01-01,R007,P002,1700,12,Approved
2026-01-01,R007,P003,3500,16,Approved
2026-01-01,R007,P004,1400,8,Approved
2026-01-01,R007,P005,1900,17,Approved
2026-01-01,R007,P006,500,4,Approved
2026-01-01,R007,P007,5800,35,Approved
2026-01-01,R007,P008,4500,22,Approved
2026-01-01,R007,P009,4100,23,Approved
2026-01-01,R007,P010,4100,19,Approved
2026-01-01,R007,P011,1200,7,Approved
2026-01-01,R007,P012,4000,27,Approved
2026-01-01,R008,P001,4900,26,Approved
2026-01-01,R008,P002,900,7,Approved
2026-01-01,R008,P003,4700,21,Approved
2026-01-01,R008,P004,1700,10,Approved
2026-01-01,R008,P005,3000,27,Approved
2026-01-01,R008,P006,4900,39,Approved
2026-01-01,R008,P007,2800,17,Approved
2026-01-01,R008,P008,5300,26,Approved
2026-01-01,R008,P009,3300,19,Approved
2026-01-01,R008,P010,1400,7,Approved
2026-01-01,R008,P011,1100,7,Approved
2026-01-01,R008,P012,1300,8,Approved
2026-01-01,R009,P001,2000,11,Approved
2026-01-01,R009,P002,800,6,Approved
2026-01-01,R009,P003,4000,18,Approved
2026-01-01,R009,P004,1200,8,Approved
2026-01-01,R009,P005,1500,12,Approved
2026-01-01,R009,P006,4500,35,Approved
2026-01-01,R009,P007,200,1,Approved
2026-01-01,R009,P008,1500,7,Approved
2026-01-01,R009,P009,2300,13,Approved
2026-01-01,R009,P010,1600,7,Approved
2026-01-01,R009,P011,2700,17,Approved
2026-01-01,R009,P012,1700,11,Approved
2026-01-01,R010,P001,3900,21,Approved
2026-01-01,R010,P002,1700,12,Approved
2026-01-01,R010,P003,4400,20,Approved
2026-01-01,R010,P004,1000,7,Approved
2026-01-01,R010,P005,2800,25,Approved
2026-01-01,R010,P006,2200,18,Approved
2026-01-01,R010,P007,2100,12,Revised
2026-01-01,R010,P008,1700,8,Approved
2026-01-01,R010,P009,2900,16,Approved
2026-01-01,R010,P010,2200,10,Approved
2026-01-01,R010,P011,5000,32,Approved
2026-01-01,R010,P012,2200,15,Approved
2026-01-01,R011,P001,4400,23,Approved
2026-01-01,R011,P002,400,3,Approved
2026-01-01,R011,P003,5100,23,Approved
2026-01-01,R011,P004,1500,9,Approved
2026-01-01,R011,P005,800,7,Approved
2026-01-01,R011,P006,3700,29,Approved
2026-01-01,R011,P007,2200,13,Approved
2026-01-01,R011,P008,2500,12,Approved
2026-01-01,R011,P009,8400,47,Approved
2026-01-01,R011,P010,5100,24,Approved
2026-01-01,R011,P011,2000,13,Approved
2026-01-01,R011,P012,3600,24,Revised
2026-01-01,R012,P001,1800,9,Approved
2026-01-01,R012,P002,1100,8,Approved
2026-01-01,R012,P003,6200,27,Approved
2026-01-01,R012,P004,4900,31,Approved
2026-01-01,R012,P005,1300,11,Approved
2026-01-01,R012,P006,2800,23,Approved
2026-01-01,R012,P007,2200,13,Approved
2026-01-01,R012,P008,4800,24,Approved
2026-01-01,R012,P009,4500,24,Approved
2026-01-01,R012,P010,1700,8,Approved
2026-01-01,R012,P011,2900,19,Approved
2026-01-01,R012,P012,3200,22,Approved
2026-01-01,R013,P001,1800,9,Approved
2026-01-01,R013,P002,1100,8,Approved
2026-01-01,R013,P003,2200,9,Approved
2026-01-01,R013,P004,2200,13,Approved
2026-01-01,R013,P005,4600,40,Approved
2026-01-01,R013,P006,2300,17,Approved
2026-01-01,R013,P007,2800,17,Revised
2026-01-01,R013,P008,2000,9,Approved
2026-01-01,R013,P009,1800,10,Approved
2026-01-01,R013,P010,3200,15,Approved
2026-01-01,R013,P011,1400,9,Approved
2026-01-01,R013,P012,1400,9,Approved
2026-01-01,R015,P001,400,2,Approved
2026-01-01,R015,P002,1100,8,Approved
2026-01-01,R015,P003,1800,8,Approved
2026-01-01,R015,P004,1600,10,Approved
2026-01-01,R015,P005,2200,20,Approved
2026-01-01,R015,P006,500,4,Approved
2026-01-01,R015,P007,2400,14,Approved
2026-01-01,R015,P008,4000,21,Approved
2026-01-01,R015,P009,900,5,Approved
2026-01-01,R015,P010,2200,10,Approved
2026-01-01,R015,P011,600,4,Approved
2026-01-01,R015,P012,2700,18,Approved
2026-01-01,R016,P001,2400,12,Approved
2026-01-01,R016,P002,1400,9,Approved
2026-01-01,R016,P003,5200,22,Approved
2026-01-01,R016,P004,6100,38,Approved
2026-01-01,R016,P005,1100,9,Approved
2026-01-01,R016,P006,1500,12,Approved
2026-01-01,R016,P007,3600,22,Approved
2026-01-01,R016,P008,4800,24,Approved
2026-01-01,R016,P009,1100,6,Approved
2026-01-01,R016,P010,8500,40,Approved
2026-01-01,R016,P011,1700,11,Approved
2026-01-01,R016,P012,1700,11,Approved
2026-01-01,R017,P001,1200,7,Approved
2026-01-01,R017,P002,800,6,Approved
2026-01-01,R017,P003,1600,7,Approved
2026-01-01,R017,P004,3900,25,Approved
2026-01-01,R017,P005,800,7,Approved
2026-01-01,R017,P006,900,6,Approved
2026-01-01,R017,P007,1800,11,Approved
2026-01-01,R017,P008,1400,7,Approved
2026-01-01,R017,P009,1900,10,Approved
2026-01-01,R017,P010,4700,22,Approved
2026-01-01,R017,P011,1100,7,Approved
2026-01-01,R017,P012,1000,7,Approved
2026-01-01,R018,P001,5100,28,Approved
2026-01-01,R018,P002,1200,8,Approved
2026-01-01,R018,P003,600,3,Approved
2026-01-01,R018,P004,1300,8,Approved
2026-01-01,R018,P005,1300,11,Approved
2026-01-01,R018,P006,1000,8,Approved
2026-01-01,R018,P007,1600,10,Approved
2026-01-01,R018,P008,3600,18,Approved
2026-01-01,R018,P009,1400,8,Approved
2026-01-01,R018,P010,2400,11,Approved
2026-01-01,R018,P011,1700,10,Approved
2026-01-01,R018,P012,3400,23,Approved
2026-02-01,R001,P001,1700,9,Approved
2026-02-01,R001,P002,1000,7,Approved
2026-02-01,R001,P003,6800,30,Approved
2026-02-01,R001,P004,3300,22,Approved
2026-02-01,R001,P005,1400,13,Approved
2026-02-01,R001,P006,1200,10,Approved
2026-02-01,R001,P007,800,5,Approved
2026-02-01,R001,P008,2100,10,Approved
2026-02-01,R001,P009,4600,25,Approved
2026-02-01,R001,P010,400,2,Approved
2026-02-01,R001,P011,1500,9,Approved
2026-02-01,R001,P012,200,1,Approved
2026-02-01,R002,P001,700,4,Approved
2026-02-01,R002,P002,1500,10,Approved
2026-02-01,R002,P003,1300,6,Approved
2026-02-01,R002,P004,500,3,Revised
2026-02-01,R002,P005,900,8,Approved
2026-02-01,R002,P006,900,7,Approved
2026-02-01,R002,P007,1100,7,Approved
2026-02-01,R002,P008,1300,6,Approved
2026-02-01,R002,P009,2000,11,Approved
2026-02-01,R002,P010,5500,25,Approved
2026-02-01,R002,P011,1500,10,Approved
2026-02-01,R002,P012,1900,13,Approved
2026-02-01,R003,P001,2600,14,Approved
2026-02-01,R003,P002,600,4,Approved
2026-02-01,R003,P003,300,1,Approved
2026-02-01,R003,P004,2900,18,Approved
2026-02-01,R003,P005,2000,17,Approved
2026-02-01,R003,P006,900,7,Approved
2026-02-01,R003,P007,800,5,Approved
2026-02-01,R003,P008,3200,16,Approved
2026-02-01,R003,P009,2800,14,Approved
2026-02-01,R003,P010,2700,12,Approved
2026-02-01,R003,P011,700,4,Approved
2026-02-01,R003,P012,1000,7,Approved
2026-02-01,R004,P001,1500,8,Approved
2026-02-01,R004,P002,2500,18,Approved
2026-02-01,R004,P003,1900,9,Approved
2026-02-01,R004,P004,2300,14,Approved
2026-02-01,R004,P005,700,6,Approved
2026-02-01,R004,P006,2700,21,Approved
2026-02-01,R004,P007,800,4,Approved
2026-02-01,R004,P008,3900,19,Approved
2026-02-01,R004,P009,1300,7,Approved
2026-02-01,R004,P010,1800,8,Approved
2026-02-01,R004,P011,1300,8,Approved
2026-02-01,R004,P012,1200,8,Approved
2026-02-01,R005,P001,2000,11,Approved
2026-02-01,R005,P002,1400,10,Approved
2026-02-01,R005,P003,1100,5,Approved
2026-02-01,R005,P004,1700,10,Approved
2026-02-01,R005,P005,1900,17,Approved
2026-02-01,R005,P006,800,6,Approved
2026-02-01,R005,P007,5700,35,Approved
2026-02-01,R005,P008,4000,20,Approved
2026-02-01,R005,P009,4400,24,Approved
2026-02-01,R005,P010,1700,8,Approved
2026-02-01,R005,P011,1500,10,Approved
2026-02-01,R005,P012,1000,7,Approved
2026-02-01,R006,P001,1600,8,Approved
2026-02-01,R006,P002,1100,8,Approved
2026-02-01,R006,P003,1700,8,Approved
2026-02-01,R006,P004,1600,9,Approved
2026-02-01,R006,P005,1200,10,Approved
2026-02-01,R006,P006,1100,9,Approved
2026-02-01,R006,P007,2000,12,Approved
2026-02-01,R006,P008,2600,13,Approved
2026-02-01,R006,P009,1500,8,Approved
2026-02-01,R006,P010,2100,9,Approved
2026-02-01,R006,P011,1100,7,Approved
2026-02-01,R006,P012,1100,7,Approved
2026-02-01,R007,P001,1300,7,Approved
2026-02-01,R007,P002,500,3,Approved
2026-02-01,R007,P003,1900,8,Approved
2026-02-01,R007,P004,1800,11,Approved
2026-02-01,R007,P005,1400,13,Approved
2026-02-01,R007,P006,300,2,Approved
2026-02-01,R007,P007,2600,15,Approved
2026-02-01,R007,P008,4900,25,Approved
2026-02-01,R007,P009,1600,9,Approved
2026-02-01,R007,P010,900,4,Approved
2026-02-01,R007,P011,1900,13,Approved
2026-02-01,R007,P012,1300,8,Approved
2026-02-01,R008,P001,3400,18,Approved
2026-02-01,R008,P002,900,7,Approved
2026-02-01,R008,P003,4800,20,Approved
2026-02-01,R008,P004,3800,24,Revised
2026-02-01,R008,P005,1800,17,Approved
2026-02-01,R008,P006,1500,11,Approved
2026-02-01,R008,P007,3200,18,Approved
2026-02-01,R008,P008,1600,8,Approved
2026-02-01,R008,P009,2000,11,Approved
2026-02-01,R008,P010,2700,13,Approved
2026-02-01,R008,P011,100,1,Approved
2026-02-01,R008,P012,800,5,Approved
2026-02-01,R009,P001,3000,16,Approved
2026-02-01,R009,P002,1000,7,Approved
2026-02-01,R009,P003,2600,11,Approved
2026-02-01,R009,P004,1400,8,Approved
2026-02-01,R009,P005,1000,8,Approved
2026-02-01,R009,P006,1000,8,Approved
2026-02-01,R009,P007,1200,7,Approved
2026-02-01,R009,P008,2700,13,Approved
2026-02-01,R009,P009,2500,14,Approved
2026-02-01,R009,P010,900,4,Approved
2026-02-01,R009,P011,900,5,Approved
2026-02-01,R009,P012,1200,8,Approved
2026-02-01,R010,P001,2100,11,Approved
2026-02-01,R010,P002,1700,12,Approved
2026-02-01,R010,P003,2300,11,Approved
2026-02-01,R010,P004,2700,17,Approved
2026-02-01,R010,P005,600,5,Approved
2026-02-01,R010,P006,1600,12,Approved
2026-02-01,R010,P007,1600,9,Approved
2026-02-01,R010,P008,2100,10,Approved
2026-02-01,R010,P009,1600,8,Approved
2026-02-01,R010,P010,2100,10,Approved
2026-02-01,R010,P011,3000,19,Approved
2026-02-01,R010,P012,5900,39,Approved
2026-02-01,R011,P001,3800,19,Approved
2026-02-01,R011,P002,3500,24,Approved
2026-02-01,R011,P003,1900,8,Revised
2026-02-01,R011,P004,1400,9,Approved
2026-02-01,R011,P005,3000,26,Approved
2026-02-01,R011,P006,1700,13,Approved
2026-02-01,R011,P007,1800,10,Approved
2026-02-01,R011,P008,3100,15,Approved
2026-02-01,R011,P009,3000,17,Approved
2026-02-01,R011,P010,400,2,Approved
2026-02-01,R011,P011,2800,18,Approved
2026-02-01,R011,P012,1700,11,Approved
2026-02-01,R012,P001,2900,14,Approved
2026-02-01,R012,P002,1000,7,Approved
2026-02-01,R012,P003,5800,25,Approved
2026-02-01,R012,P004,1100,7,Approved
2026-02-01,R012,P005,3600,32,Approved
2026-02-01,R012,P006,500,4,Approved
2026-02-01,R012,P007,2900,17,Approved
2026-02-01,R012,P008,1700,8,Approved
2026-02-01,R012,P009,2100,11,Approved
2026-02-01,R012,P010,1200,6,Approved
2026-02-01,R012,P011,1900,13,Approved
2026-02-01,R012,P012,1500,10,Approved
2026-02-01,R013,P001,1800,9,Approved
2026-02-01,R013,P002,1300,9,Approved
2026-02-01,R013,P003,900,4,Approved
2026-02-01,R013,P004,1300,8,Approved
2026-02-01,R013,P005,2300,19,Approved
2026-02-01,R013,P006,4300,34,Approved
2026-02-01,R013,P007,1000,6,Approved
2026-02-01,R013,P008,2300,12,Approved
2026-02-01,R013,P009,1200,6,Approved
2026-02-01,R013,P010,1800,8,Approved
2026-02-01,R013,P011,3100,20,Approved
2026-02-01,R013,P012,900,6,Approved
2026-02-01,R015,P001,2200,11,Approved
2026-02-01,R015,P002,1600,11,Approved
2026-02-01,R015,P003,1700,7,Approved
2026-02-01,R015,P004,1600,10,Approved
2026-02-01,R015,P005,700,7,Approved
2026-02-01,R015,P006,1100,8,Approved
2026-02-01,R015,P007,1300,8,Approved
2026-02-01,R015,P008,4300,22,Approved
2026-02-01,R015,P009,2100,11,Approved
2026-02-01,R015,P010,2600,12,Approved
2026-02-01,R015,P011,4100,27,Approved
2026-02-01,R015,P012,2200,14,Approved
2026-02-01,R016,P001,900,5,Approved
2026-02-01,R016,P002,1900,14,Approved
2026-02-01,R016,P003,4300,20,Approved
2026-02-01,R016,P004,1500,9,Approved
2026-02-01,R016,P005,3700,32,Approved
2026-02-01,R016,P006,1300,10,Approved
2026-02-01,R016,P007,1800,10,Approved
2026-02-01,R016,P008,4000,19,Approved
2026-02-01,R016,P009,2200,12,Approved
2026-02-01,R016,P010,3100,15,Approved
2026-02-01,R016,P011,1300,8,Approved
2026-02-01,R016,P012,3300,22,Approved
2026-02-01,R017,P001,1600,8,Approved
2026-02-01,R017,P002,1000,7,Approved
2026-02-01,R017,P003,2500,11,Approved
2026-02-01,R017,P004,1100,6,Approved
2026-02-01,R017,P005,2400,21,Approved
2026-02-01,R017,P006,600,5,Approved
2026-02-01,R017,P007,1500,8,Approved
2026-02-01,R017,P008,3000,14,Approved
2026-02-01,R017,P009,700,4,Approved
2026-02-01,R017,P010,1700,8,Revised
2026-02-01,R017,P011,1600,10,Approved
2026-02-01,R017,P012,200,1,Approved
2026-02-01,R018,P001,1500,7,Approved
2026-02-01,R018,P002,1300,10,Approved
2026-02-01,R018,P003,4700,21,Revised
2026-02-01,R018,P004,1200,7,Approved
2026-02-01,R018,P005,600,6,Approved
2026-02-01,R018,P006,1200,9,Approved
2026-02-01,R018,P007,3500,22,Approved
2026-02-01,R018,P008,1600,8,Approved
2026-02-01,R018,P009,1900,10,Approved
2026-02-01,R018,P010,2300,10,Approved
2026-02-01,R018,P011,2000,13,Approved
2026-02-01,R018,P012,4700,32,Approved
2026-03-01,R001,P001,1900,10,Approved
2026-03-01,R001,P002,1400,9,Approved
2026-03-01,R001,P003,4200,19,Approved
2026-03-01,R001,P004,1000,6,Approved
2026-03-01,R001,P005,700,6,Approved
2026-03-01,R001,P006,700,5,Approved
2026-03-01,R001,P007,6200,37,Approved
2026-03-01,R001,P008,7400,37,Approved
2026-03-01,R001,P009,3800,21,Approved
2026-03-01,R001,P010,400,2,Approved
2026-03-01,R001,P011,4700,30,Approved
2026-03-01,R001,P012,2500,17,Approved
2026-03-01,R002,P001,3500,18,Approved
2026-03-01,R002,P002,1600,12,Approved
2026-03-01,R002,P003,2000,8,Approved
2026-03-01,R002,P004,1100,7,Approved
2026-03-01,R002,P005,600,5,Approved
2026-03-01,R002,P006,800,6,Approved
2026-03-01,R002,P007,1800,11,Approved
2026-03-01,R002,P008,600,3,Approved
2026-03-01,R002,P009,3500,19,Approved
2026-03-01,R002,P010,3200,15,Approved
2026-03-01,R002,P011,1800,12,Approved
2026-03-01,R002,P012,3600,24,Approved
2026-03-01,R003,P001,2900,15,Approved
2026-03-01,R003,P002,1200,8,Approved
2026-03-01,R003,P003,2000,8,Approved
2026-03-01,R003,P004,3300,21,Approved
2026-03-01,R003,P005,900,8,Approved
2026-03-01,R003,P006,600,5,Approved
2026-03-01,R003,P007,1500,9,Approved
2026-03-01,R003,P008,3100,15,Revised
2026-03-01,R003,P009,1200,6,Approved
2026-03-01,R003,P010,2600,12,Approved
2026-03-01,R003,P011,200,1,Approved
2026-03-01,R003,P012,1000,6,Approved
2026-03-01,R004,P001,1600,8,Approved
2026-03-01,R004,P002,1000,7,Approved
2026-03-01,R004,P003,500,2,Approved
2026-03-01,R004,P004,1000,6,Approved
2026-03-01,R004,P005,900,8,Approved
2026-03-01,R004,P006,500,4,Approved
2026-03-01,R004,P007,1300,7,Approved
2026-03-01,R004,P008,1100,5,Approved
2026-03-01,R004,P009,1500,8,Approved
2026-03-01,R004,P010,4700,21,Approved
2026-03-01,R004,P011,1900,12,Approved
2026-03-01,R004,P012,1400,9,Approved
2026-03-01,R005,P001,5600,29,Approved
2026-03-01,R005,P002,1000,7,Approved
2026-03-01,R005,P003,2300,10,Approved
2026-03-01,R005,P004,1400,9,Approved
2026-03-01,R005,P005,1600,14,Approved
2026-03-01,R005,P006,500,4,Approved
2026-03-01,R005,P007,1000,6,Approved
2026-03-01,R005,P008,4400,21,Approved
2026-03-01,R005,P009,5100,28,Approved
2026-03-01,R005,P010,4800,22,Approved
2026-03-01,R005,P011,2100,14,Approved
2026-03-01,R005,P012,5300,37,Approved
2026-03-01,R006,P001,800,4,Approved
2026-03-01,R006,P002,1100,7,Approved
2026-03-01,R006,P003,7500,32,Approved
2026-03-01,R006,P004,1700,11,Approved
2026-03-01,R006,P005,900,8,Approved
2026-03-01,R006,P006,1900,15,Approved
2026-03-01,R006,P007,3400,19,Approved
2026-03-01,R006,P008,1900,9,Approved
2026-03-01,R006,P009,800,4,Approved
2026-03-01,R006,P010,2100,9,Approved
2026-03-01,R006,P011,5000,32,Approved
2026-03-01,R006,P012,1400,9,Approved
2026-03-01,R007,P001,900,4,Approved
2026-03-01,R007,P002,1200,8,Approved
2026-03-01,R007,P003,300,1,Approved
2026-03-01,R007,P004,1400,9,Approved
2026-03-01,R007,P005,1700,15,Approved
2026-03-01,R007,P006,1700,14,Approved
2026-03-01,R007,P007,200,1,Approved
2026-03-01,R007,P008,1000,5,Approved
2026-03-01,R007,P009,1200,7,Approved
2026-03-01,R007,P010,3900,18,Approved
2026-03-01,R007,P011,1600,10,Approved
2026-03-01,R007,P012,1700,11,Approved
2026-03-01,R008,P001,1900,10,Revised
2026-03-01,R008,P002,1100,7,Approved
2026-03-01,R008,P003,3500,16,Approved
2026-03-01,R008,P004,800,5,Approved
2026-03-01,R008,P005,1700,15,Approved
2026-03-01,R008,P006,1000,7,Approved
2026-03-01,R008,P007,1300,8,Approved
2026-03-01,R008,P008,4200,21,Approved
2026-03-01,R008,P009,2800,15,Approved
2026-03-01,R008,P010,2000,9,Approved
2026-03-01,R008,P011,600,4,Approved
2026-03-01,R008,P012,2900,20,Approved
2026-03-01,R009,P001,6900,36,Approved
2026-03-01,R009,P002,700,5,Approved
2026-03-01,R009,P003,1500,6,Approved
2026-03-01,R009,P004,1400,9,Approved
2026-03-01,R009,P005,700,6,Approved
2026-03-01,R009,P006,1100,8,Approved
2026-03-01,R009,P007,1300,7,Approved
2026-03-01,R009,P008,3700,18,Approved
2026-03-01,R009,P009,1200,6,Approved
2026-03-01,R009,P010,1500,7,Approved
2026-03-01,R009,P011,500,3,Approved
2026-03-01,R009,P012,1300,9,Approved
2026-03-01,R010,P001,2900,15,Approved
2026-03-01,R010,P002,1900,14,Approved
2026-03-01,R010,P003,2100,9,Approved
2026-03-01,R010,P004,2800,18,Approved
2026-03-01,R010,P005,1400,13,Approved
2026-03-01,R010,P006,1700,13,Approved
2026-03-01,R010,P007,1900,11,Approved
2026-03-01,R010,P008,3000,15,Approved
2026-03-01,R010,P009,2000,11,Approved
2026-03-01,R010,P010,2600,12,Approved
2026-03-01,R010,P011,1900,12,Approved
2026-03-01,R010,P012,3600,24,Approved
2026-03-01,R011,P001,2800,15,Approved
2026-03-01,R011,P002,700,5,Approved
2026-03-01,R011,P003,2500,11,Approved
2026-03-01,R011,P004,1800,12,Approved
2026-03-01,R011,P005,400,4,Approved
2026-03-01,R011,P006,200,2,Approved
2026-03-01,R011,P007,2300,14,Approved
2026-03-01,R011,P008,800,4,Approved
2026-03-01,R011,P009,3600,19,Approved
2026-03-01,R011,P010,2400,11,Approved
2026-03-01,R011,P011,300,2,Approved
2026-03-01,R011,P012,1000,7,Approved
2026-03-01,R012,P001,400,2,Approved
2026-03-01,R012,P002,1900,13,Approved
2026-03-01,R012,P003,2000,8,Approved
2026-03-01,R012,P004,1000,6,Approved
2026-03-01,R012,P005,1000,9,Approved
2026-03-01,R012,P006,1300,10,Approved
2026-03-01,R012,P007,800,5,Approved
2026-03-01,R012,P008,1800,9,Approved
2026-03-01,R012,P009,1100,6,Approved
2026-03-01,R012,P010,2400,11,Approved
2026-03-01,R012,P011,2000,12,Approved
